Zone,Transport,Station,Passenger,"Date, Time"
1,Train,Lillestrøm,14701,2025-01-17 06:18 AM
15,Metro,Storo,10572,2025-01-11 08:37 PM
13,Train,Skøyen,9576,2025-01-19 02:13 PM
16,Bus,Grorud,8643,2025-01-29 01:00 PM
5,Tram,Tøyen,9617,2025-01-22 07:37 PM
20,Metro,Storo,9208,2025-01-30 05:15 PM
2,Bus,Bislett,12211,2025-01-13 08:30 AM
4,Bus,Lambertseter,14623,2025-01-19 10:05 PM
13,Bus,Sinsen,4168,2025-01-23 08:08 PM
4,Bus,Helsfyr,5741,2025-01-10 10:36 PM
7,Bus,Lambertseter,12762,2025-01-28 06:13 AM
3,Bus,Bislett,7872,2025-01-28 05:26 PM
20,Metro,Storo,10105,2025-01-30 06:35 AM
19,Train,Sandvika,906,2025-01-05 06:13 PM
20,Train,Oslo S,9557,2025-01-05 09:16 PM
11,Tram,Røa,8180,2025-01-12 10:13 AM
19,Tram,Ullevål Stadion,13567,2025-01-05 12:56 PM
1,Train,Oslo S,13601,2025-01-31 10:59 AM
7,Tram,Majorstuen,1203,2025-01-01 08:49 PM
10,Bus,Lambertseter,13539,2025-01-07 12:00 PM
20,Metro,Nationaltheatret,9477,2025-01-09 09:07 AM
8,Tram,Tøyen,6460,2025-01-29 03:04 PM
5,Bus,Helsfyr,13858,2025-01-11 05:49 PM
3,Bus,Grünerløkka,2872,2025-01-26 10:32 AM
12,Tram,Majorstuen,11157,2025-01-04 06:09 PM
13,Train,Oslo S,10436,2025-01-08 04:03 PM
10,Bus,Grünerløkka,4756,2025-01-01 04:24 PM
11,Bus,Lambertseter,6637,2025-01-08 07:34 PM
10,Tram,Røa,14796,2025-01-31 05:03 PM
3,Metro,Furuset,4188,2025-01-09 05:52 PM
17,Tram,Ullevål Stadion,8331,2025-01-13 12:34 PM
10,Metro,Nationaltheatret,4348,2025-01-15 08:44 PM
13,Bus,Grünerløkka,12995,2025-01-04 07:51 AM
8,Tram,Stortinget,7456,2025-01-28 08:57 PM
3,Metro,Furuset,9398,2025-01-25 09:03 PM
1,Train,Sandvika,10981,2025-01-31 08:06 PM
6,Tram,Majorstuen,12205,2025-01-16 04:41 PM
7,Bus,Helsfyr,3103,2025-01-30 04:38 PM
5,Metro,Storo,6754,2025-01-26 12:30 PM
11,Metro,Nationaltheatret,12182,2025-01-06 03:21 PM
20,Bus,Grünerløkka,7233,2025-01-17 08:15 AM
9,Tram,Stortinget,8604,2025-01-20 09:52 AM
5,Train,Oslo S,12906,2025-01-14 06:45 PM
3,Bus,Grünerløkka,7817,2025-01-31 12:04 PM
20,Metro,Nationaltheatret,14920,2025-01-03 09:57 PM
11,Train,Lillestrøm,4807,2025-01-08 07:11 AM
5,Tram,Ullevål Stadion,11968,2025-01-05 07:27 PM
6,Tram,Stortinget,6044,2025-01-19 01:55 PM
11,Train,Skøyen,11222,2025-01-05 04:24 PM
5,Tram,Stortinget,6785,2025-01-25 11:24 AM
7,Tram,Ullevål Stadion,3289,2025-01-15 11:32 AM
19,Bus,Grorud,1246,2025-01-26 02:53 PM
15,Train,Skøyen,7740,2025-01-10 05:03 PM
7,Bus,Grünerløkka,5431,2025-01-10 06:46 AM
13,Bus,Helsfyr,4611,2025-01-14 10:58 AM
8,Bus,Bislett,6176,2025-01-08 10:06 PM
20,Metro,Furuset,14483,2025-01-15 09:06 PM
15,Bus,Helsfyr,3572,2025-01-07 06:36 AM
7,Tram,Tøyen,8975,2025-01-17 02:41 PM
17,Train,Sandvika,3790,2025-01-27 10:12 PM
5,Train,Lillestrøm,9946,2025-01-17 08:07 AM
8,Train,Oslo S,8032,2025-01-24 08:06 PM
9,Metro,Storo,8425,2025-01-31 08:53 AM
18,Train,Oslo S,10334,2025-01-15 07:52 AM
5,Tram,Røa,8098,2025-01-02 06:08 AM
13,Bus,Sinsen,14630,2025-01-02 01:48 PM
13,Train,Skøyen,10927,2025-01-23 07:47 AM
1,Bus,Grorud,4092,2025-01-01 04:07 PM
1,Tram,Stortinget,11551,2025-01-31 05:43 PM
6,Metro,Furuset,12643,2025-01-20 01:11 PM
6,Train,Skøyen,11262,2025-01-31 11:39 AM
15,Train,Skøyen,5790,2025-01-29 04:21 PM
6,Train,Lillestrøm,8303,2025-01-16 10:52 PM
20,Tram,Ullevål Stadion,8969,2025-01-04 01:10 PM
7,Metro,Jernbanetorget,4425,2025-01-20 07:51 AM
12,Tram,Tøyen,5351,2025-01-23 05:21 PM
2,Bus,Grorud,7648,2025-01-21 01:05 PM
12,Metro,Nationaltheatret,5477,2025-01-10 02:13 PM
10,Metro,Furuset,4255,2025-01-14 12:33 PM
19,Metro,Nationaltheatret,8068,2025-01-27 06:09 AM
2,Train,Oslo S,11353,2025-01-11 10:14 AM
7,Tram,Røa,5994,2025-01-25 09:27 AM
3,Metro,Storo,2520,2025-01-09 06:26 PM
19,Train,Oslo S,12144,2025-01-22 07:23 AM
19,Train,Lillestrøm,1177,2025-01-16 10:23 PM
18,Bus,Lambertseter,8887,2025-01-08 07:23 AM
7,Metro,Furuset,3483,2025-01-19 07:11 AM
1,Train,Skøyen,8736,2025-01-03 10:51 PM
10,Metro,Storo,7120,2025-01-22 04:29 PM
20,Bus,Helsfyr,14853,2025-01-26 09:35 PM
3,Bus,Grorud,11055,2025-01-06 04:41 PM
7,Metro,Storo,3387,2025-01-19 12:59 PM
2,Tram,Stortinget,7481,2025-01-18 12:41 PM
1,Bus,Lambertseter,7182,2025-01-25 10:56 PM
5,Tram,Røa,6099,2025-01-25 09:33 AM
8,Tram,Ullevål Stadion,1798,2025-01-16 04:36 PM
9,Train,Skøyen,6547,2025-01-08 01:38 PM
6,Metro,Furuset,7176,2025-01-24 03:24 PM
3,Tram,Røa,10750,2025-01-31 07:03 AM
18,Train,Lillestrøm,8024,2025-01-23 05:22 PM
4,Tram,Stortinget,9486,2025-01-21 11:01 AM
14,Metro,Jernbanetorget,9399,2025-01-28 08:47 PM
18,Train,Oslo S,14303,2025-01-22 06:25 PM
12,Tram,Majorstuen,9612,2025-01-26 07:11 AM
7,Metro,Jernbanetorget,9143,2025-01-04 01:15 PM
4,Metro,Furuset,10561,2025-01-02 09:00 AM
18,Tram,Ullevål Stadion,13786,2025-01-31 07:39 PM
15,Tram,Ullevål Stadion,7308,2025-01-03 10:33 AM
5,Metro,Storo,8353,2025-01-10 06:22 AM
4,Train,Oslo S,11603,2025-01-19 04:41 PM
8,Tram,Røa,9882,2025-01-18 08:32 AM
13,Metro,Jernbanetorget,9341,2025-01-17 06:55 PM
19,Metro,Nationaltheatret,3059,2025-01-29 05:30 PM
14,Metro,Nationaltheatret,3429,2025-01-20 04:00 PM
9,Bus,Helsfyr,3083,2025-01-28 05:13 PM
12,Train,Oslo S,7337,2025-01-09 03:38 PM
1,Bus,Grorud,3237,2025-01-20 03:13 PM
16,Tram,Majorstuen,5960,2025-01-05 09:49 AM
4,Train,Skøyen,8502,2025-01-12 04:40 PM
14,Metro,Jernbanetorget,4104,2025-01-01 06:38 AM
17,Tram,Røa,12905,2025-01-02 10:50 PM
8,Bus,Grünerløkka,2643,2025-01-08 10:17 PM
6,Train,Oslo S,5539,2025-01-04 07:56 PM
19,Metro,Storo,13747,2025-01-31 04:00 PM
6,Tram,Majorstuen,3619,2025-01-02 02:38 PM
15,Bus,Grünerløkka,1282,2025-01-21 10:10 PM
20,Train,Oslo S,6240,2025-01-26 09:53 AM
7,Train,Sandvika,10092,2025-01-25 12:44 PM
17,Bus,Grorud,2888,2025-01-15 07:39 PM
10,Bus,Helsfyr,3538,2025-01-28 11:39 AM
5,Tram,Røa,7566,2025-01-03 05:48 PM
10,Metro,Storo,5334,2025-01-24 10:01 AM
6,Tram,Røa,10949,2025-01-25 08:02 AM
14,Bus,Grorud,5033,2025-01-19 03:10 PM
2,Train,Skøyen,2723,2025-01-10 07:28 PM
5,Bus,Helsfyr,8368,2025-01-21 08:06 PM
18,Tram,Stortinget,1369,2025-01-09 08:34 PM
9,Metro,Furuset,2426,2025-01-09 10:07 AM
6,Train,Lillestrøm,1873,2025-01-20 07:33 PM
4,Tram,Røa,5760,2025-01-23 09:35 PM
14,Train,Lillestrøm,6759,2025-01-03 11:03 AM
12,Bus,Grorud,7198,2025-01-24 07:42 AM
12,Train,Oslo S,6976,2025-01-29 04:16 PM
3,Tram,Majorstuen,11347,2025-01-03 07:48 PM
15,Bus,Grorud,902,2025-01-31 12:46 PM
6,Bus,Sinsen,4383,2025-01-14 06:12 AM
20,Tram,Ullevål Stadion,8765,2025-01-06 08:44 PM
11,Metro,Furuset,11029,2025-01-26 10:26 PM
15,Train,Skøyen,933,2025-01-28 09:56 AM
15,Train,Oslo S,5343,2025-01-04 07:54 AM
17,Metro,Jernbanetorget,8604,2025-01-11 06:32 PM
13,Tram,Tøyen,13179,2025-01-07 10:16 AM
14,Tram,Tøyen,1649,2025-01-02 10:06 AM
17,Bus,Sinsen,10892,2025-01-04 03:52 PM
14,Metro,Jernbanetorget,9420,2025-01-01 11:55 AM
9,Tram,Ullevål Stadion,7283,2025-01-26 04:50 PM
2,Train,Skøyen,9658,2025-01-01 01:58 PM
18,Metro,Nationaltheatret,8214,2025-01-19 09:44 PM
17,Metro,Furuset,5947,2025-01-01 08:57 AM
3,Train,Oslo S,4881,2025-01-04 09:13 PM
2,Metro,Storo,6887,2025-01-19 07:10 AM
5,Bus,Grorud,11630,2025-01-05 06:29 AM
20,Bus,Sinsen,14239,2025-01-20 01:51 PM
10,Metro,Nationaltheatret,10684,2025-01-27 06:42 PM
6,Train,Sandvika,5944,2025-01-08 02:21 PM
5,Tram,Ullevål Stadion,9571,2025-01-07 05:46 PM
7,Metro,Nationaltheatret,1797,2025-01-19 12:43 PM
16,Tram,Ullevål Stadion,6899,2025-01-23 07:36 AM
5,Tram,Majorstuen,1335,2025-01-16 09:04 AM
20,Train,Oslo S,13732,2025-01-12 06:14 AM
11,Bus,Lambertseter,8159,2025-01-18 11:54 AM
15,Tram,Majorstuen,13895,2025-01-20 01:09 PM
2,Metro,Nationaltheatret,14265,2025-01-19 12:45 PM
2,Metro,Nationaltheatret,9394,2025-01-27 02:19 PM
9,Bus,Lambertseter,7669,2025-01-10 08:46 AM
17,Tram,Stortinget,13439,2025-01-13 01:32 PM
18,Tram,Ullevål Stadion,10609,2025-01-02 11:28 AM
6,Train,Oslo S,11492,2025-01-06 12:23 PM
4,Tram,Ullevål Stadion,3645,2025-01-19 09:10 PM
1,Train,Skøyen,8578,2025-01-18 06:15 AM
14,Bus,Bislett,5542,2025-01-10 09:23 PM
8,Bus,Grorud,6071,2025-01-14 07:27 AM
9,Bus,Grorud,7380,2025-01-24 02:24 PM
11,Metro,Nationaltheatret,7178,2025-01-21 01:07 PM
13,Train,Oslo S,12542,2025-01-09 09:31 PM
15,Metro,Furuset,12790,2025-01-22 01:52 PM
17,Train,Lillestrøm,2749,2025-01-15 09:25 AM
12,Tram,Røa,11687,2025-01-27 06:02 PM
20,Tram,Stortinget,8865,2025-01-08 09:16 PM
6,Bus,Grorud,10719,2025-01-25 10:05 AM
14,Bus,Grorud,10228,2025-01-18 07:45 AM
14,Bus,Sinsen,13999,2025-01-18 09:32 PM
7,Bus,Helsfyr,2149,2025-01-16 10:43 PM
17,Metro,Jernbanetorget,9665,2025-01-08 06:26 AM
16,Bus,Lambertseter,6520,2025-01-05 09:40 PM
11,Tram,Tøyen,1533,2025-01-10 07:14 AM
18,Train,Sandvika,6738,2025-01-26 09:49 PM
16,Metro,Jernbanetorget,9901,2025-01-16 07:50 PM
1,Bus,Sinsen,9352,2025-01-19 09:10 PM
17,Tram,Majorstuen,2882,2025-01-03 10:02 AM
16,Tram,Ullevål Stadion,8899,2025-01-25 07:03 AM
16,Metro,Storo,2177,2025-01-07 04:19 PM
9,Tram,Ullevål Stadion,4726,2025-01-27 04:12 PM
14,Tram,Ullevål Stadion,1497,2025-01-02 12:54 PM
7,Train,Skøyen,9558,2025-01-29 02:29 PM
3,Train,Sandvika,10604,2025-01-24 12:09 PM
10,Bus,Bislett,14776,2025-01-10 10:42 AM
17,Tram,Ullevål Stadion,6013,2025-01-26 09:33 AM
13,Tram,Tøyen,14242,2025-01-03 03:26 PM
17,Metro,Jernbanetorget,3890,2025-01-30 09:43 PM
7,Tram,Stortinget,8081,2025-01-27 02:42 PM
18,Tram,Tøyen,6794,2025-01-19 07:59 PM
1,Tram,Majorstuen,2876,2025-01-03 08:21 AM
13,Metro,Furuset,8401,2025-01-12 08:30 AM
15,Tram,Stortinget,12982,2025-01-19 06:04 PM
15,Train,Skøyen,14714,2025-01-23 05:04 PM
15,Train,Lillestrøm,2107,2025-01-08 01:26 PM
9,Tram,Majorstuen,11779,2025-01-24 03:10 PM
19,Metro,Nationaltheatret,8993,2025-01-10 08:17 AM
19,Bus,Sinsen,2523,2025-01-07 01:59 PM
2,Tram,Stortinget,3116,2025-01-13 10:21 PM
11,Metro,Nationaltheatret,2590,2025-01-16 07:58 AM
12,Train,Skøyen,3353,2025-01-23 03:47 PM
18,Bus,Sinsen,8949,2025-01-11 07:39 PM
10,Train,Skøyen,8279,2025-01-09 08:31 PM
16,Metro,Nationaltheatret,11245,2025-01-09 06:27 AM
15,Train,Lillestrøm,3556,2025-01-09 01:01 PM
10,Tram,Røa,2869,2025-01-24 02:48 PM
12,Metro,Nationaltheatret,5289,2025-01-27 04:39 PM
8,Train,Oslo S,5446,2025-01-29 10:44 PM
4,Bus,Bislett,1034,2025-01-31 09:21 PM
1,Metro,Furuset,13550,2025-01-13 04:38 PM
10,Metro,Storo,881,2025-01-30 02:19 PM
16,Bus,Lambertseter,5041,2025-01-25 07:44 AM
3,Bus,Helsfyr,12586,2025-01-07 11:35 AM
5,Tram,Ullevål Stadion,4132,2025-01-05 08:46 AM
6,Train,Sandvika,12234,2025-01-25 08:38 AM
10,Train,Sandvika,12311,2025-01-01 01:49 PM
16,Bus,Grorud,3700,2025-01-25 06:22 AM
1,Metro,Jernbanetorget,13648,2025-01-25 01:01 PM
10,Tram,Røa,13675,2025-01-12 08:46 PM
7,Train,Sandvika,6252,2025-01-24 02:45 PM
15,Train,Oslo S,1497,2025-01-17 08:45 AM
1,Tram,Tøyen,6639,2025-01-27 02:57 PM
18,Train,Sandvika,2059,2025-01-04 04:17 PM
5,Train,Sandvika,9976,2025-01-30 09:05 AM
18,Metro,Storo,5136,2025-01-12 11:38 AM
13,Bus,Lambertseter,13926,2025-01-29 12:11 PM
16,Tram,Røa,14433,2025-01-27 06:37 AM
16,Train,Skøyen,14937,2025-01-05 06:53 AM
15,Metro,Storo,4928,2025-01-14 08:45 AM
5,Tram,Ullevål Stadion,2317,2025-01-02 12:12 PM
10,Bus,Grorud,6254,2025-01-25 10:56 AM
20,Tram,Stortinget,9262,2025-01-24 09:48 PM
17,Metro,Furuset,14045,2025-01-21 01:25 PM
18,Tram,Røa,2974,2025-01-18 05:36 PM
2,Metro,Nationaltheatret,6403,2025-01-11 11:20 AM
12,Metro,Nationaltheatret,8752,2025-01-09 06:53 AM
16,Bus,Grorud,1572,2025-01-01 11:37 AM
17,Metro,Storo,11089,2025-01-21 04:58 PM
13,Train,Skøyen,8288,2025-01-17 09:43 AM
8,Tram,Tøyen,5104,2025-01-01 06:01 AM
16,Tram,Tøyen,5423,2025-01-10 12:48 PM
4,Tram,Stortinget,12734,2025-01-15 12:50 PM
19,Bus,Sinsen,7291,2025-01-31 10:13 AM
5,Metro,Storo,8826,2025-01-17 11:55 AM
16,Bus,Helsfyr,13719,2025-01-15 09:03 AM
15,Metro,Storo,1657,2025-01-27 07:30 PM
13,Train,Skøyen,11872,2025-01-23 04:23 PM
8,Tram,Røa,1812,2025-01-11 10:07 AM
1,Tram,Majorstuen,8202,2025-01-18 09:40 AM
20,Bus,Lambertseter,8827,2025-01-27 09:13 AM
13,Tram,Tøyen,7132,2025-01-25 06:16 PM
2,Tram,Ullevål Stadion,9129,2025-01-03 12:15 PM
18,Tram,Røa,551,2025-01-14 07:22 PM
3,Train,Lillestrøm,7430,2025-01-06 06:59 PM
17,Tram,Tøyen,14606,2025-01-02 06:57 PM
10,Tram,Røa,14599,2025-01-18 02:12 PM
15,Tram,Ullevål Stadion,7573,2025-01-24 09:56 PM
12,Bus,Bislett,5238,2025-01-28 10:22 AM
15,Bus,Sinsen,3929,2025-01-23 09:31 AM
6,Tram,Majorstuen,8992,2025-01-20 01:44 PM
2,Tram,Tøyen,4941,2025-01-06 10:19 AM
11,Metro,Furuset,9188,2025-01-10 09:15 AM
3,Metro,Furuset,5203,2025-01-04 04:37 PM
7,Metro,Storo,8057,2025-01-12 06:46 PM
18,Tram,Majorstuen,1574,2025-01-06 06:07 AM
8,Train,Skøyen,898,2025-01-12 09:37 AM
19,Metro,Jernbanetorget,1076,2025-01-06 08:13 PM
9,Train,Oslo S,14805,2025-01-17 09:55 PM
6,Tram,Majorstuen,13964,2025-01-28 02:45 PM
17,Tram,Majorstuen,7036,2025-01-17 08:46 AM
3,Bus,Helsfyr,13557,2025-01-14 01:36 PM
11,Bus,Grorud,12000,2025-01-07 07:20 PM
2,Tram,Stortinget,12310,2025-01-26 02:23 PM
13,Metro,Nationaltheatret,14264,2025-01-07 10:09 AM
2,Tram,Majorstuen,5904,2025-01-18 06:51 PM
9,Tram,Majorstuen,3752,2025-01-01 09:01 PM
3,Train,Sandvika,13807,2025-01-07 07:32 PM
5,Metro,Furuset,7949,2025-01-16 06:48 AM
12,Tram,Ullevål Stadion,5777,2025-01-11 01:59 PM
18,Metro,Furuset,14620,2025-01-17 09:53 AM
3,Bus,Lambertseter,11258,2025-01-16 11:09 AM
5,Train,Oslo S,2672,2025-01-05 08:05 PM
1,Bus,Grorud,2273,2025-01-08 08:30 PM
15,Train,Lillestrøm,6074,2025-01-03 06:28 AM
11,Tram,Ullevål Stadion,2103,2025-01-31 09:22 AM
15,Metro,Storo,12855,2025-01-09 10:07 PM
17,Tram,Røa,1993,2025-01-17 08:03 PM
3,Metro,Furuset,14237,2025-01-08 08:01 PM
17,Tram,Ullevål Stadion,3575,2025-01-08 08:17 AM
18,Train,Sandvika,6339,2025-01-04 12:59 PM
8,Tram,Røa,12255,2025-01-22 03:44 PM
12,Bus,Grünerløkka,1040,2025-01-03 06:11 PM
20,Bus,Lambertseter,7185,2025-01-30 03:29 PM
13,Train,Lillestrøm,8807,2025-01-19 11:38 AM
10,Bus,Sinsen,5685,2025-01-13 04:20 PM
1,Metro,Jernbanetorget,1541,2025-01-19 12:49 PM
19,Train,Lillestrøm,13570,2025-01-28 10:08 PM
16,Tram,Majorstuen,8374,2025-01-30 11:57 AM
17,Bus,Grorud,4796,2025-01-09 12:56 PM
9,Tram,Ullevål Stadion,890,2025-01-13 06:37 AM
18,Tram,Tøyen,6970,2025-01-22 09:23 AM
1,Tram,Ullevål Stadion,5456,2025-01-26 07:20 AM
19,Train,Lillestrøm,13011,2025-01-20 08:57 AM
8,Metro,Storo,736,2025-01-30 06:28 AM
9,Metro,Furuset,8370,2025-01-29 09:13 AM
7,Bus,Helsfyr,12038,2025-01-12 06:18 PM
3,Metro,Nationaltheatret,9869,2025-01-13 10:11 AM
4,Tram,Ullevål Stadion,8714,2025-01-02 10:36 AM
20,Bus,Lambertseter,3760,2025-01-07 10:13 PM
3,Metro,Furuset,4220,2025-01-01 03:52 PM
15,Train,Sandvika,2255,2025-01-10 10:39 PM
11,Metro,Jernbanetorget,14718,2025-01-22 07:23 PM
18,Bus,Helsfyr,1504,2025-01-26 09:03 AM
13,Tram,Stortinget,5909,2025-01-27 06:13 PM
5,Bus,Bislett,4439,2025-01-31 10:18 AM
8,Metro,Jernbanetorget,3210,2025-01-18 12:28 PM
9,Metro,Jernbanetorget,9706,2025-01-01 12:06 PM
18,Train,Sandvika,1995,2025-01-17 05:04 PM
17,Metro,Furuset,10735,2025-01-11 02:53 PM
6,Bus,Sinsen,13116,2025-01-20 07:30 AM
1,Metro,Nationaltheatret,1850,2025-01-18 08:38 PM
11,Tram,Ullevål Stadion,11957,2025-01-07 11:34 AM
6,Tram,Ullevål Stadion,1143,2025-01-28 06:08 PM
14,Tram,Røa,7550,2025-01-24 10:07 AM
19,Train,Sandvika,11226,2025-01-20 05:09 PM
5,Tram,Røa,869,2025-01-08 08:10 PM
17,Metro,Jernbanetorget,6164,2025-01-04 11:59 AM
12,Metro,Jernbanetorget,1811,2025-01-27 11:44 AM
14,Bus,Lambertseter,12239,2025-01-12 11:56 AM
12,Train,Oslo S,7648,2025-01-10 11:00 AM
3,Train,Oslo S,7049,2025-01-23 07:02 AM
8,Train,Skøyen,8428,2025-01-28 06:10 AM
14,Bus,Lambertseter,9028,2025-01-18 06:03 PM
12,Tram,Stortinget,9731,2025-01-01 10:47 AM
11,Tram,Røa,9414,2025-01-29 10:44 PM
4,Tram,Majorstuen,4975,2025-01-07 07:42 PM
11,Tram,Tøyen,8282,2025-01-02 09:33 PM
20,Tram,Stortinget,3090,2025-01-13 07:18 AM
18,Tram,Ullevål Stadion,3000,2025-01-22 08:53 AM
19,Tram,Tøyen,3490,2025-01-23 08:44 PM
16,Metro,Nationaltheatret,582,2025-01-07 06:40 AM
19,Bus,Grünerløkka,4169,2025-01-16 07:02 PM
12,Train,Lillestrøm,7177,2025-01-27 07:15 AM
15,Bus,Lambertseter,4056,2025-01-02 09:43 AM
7,Bus,Grünerløkka,10888,2025-01-30 04:44 PM
8,Metro,Storo,14366,2025-01-08 10:22 AM
16,Train,Skøyen,12772,2025-01-01 08:05 PM
16,Metro,Nationaltheatret,4036,2025-01-29 02:22 PM
2,Metro,Nationaltheatret,9171,2025-01-02 09:00 AM
3,Train,Sandvika,4417,2025-01-31 07:20 PM
10,Tram,Majorstuen,9700,2025-01-06 02:32 PM
16,Train,Lillestrøm,3082,2025-01-09 05:21 PM
12,Bus,Lambertseter,6350,2025-01-10 08:20 AM
16,Train,Oslo S,13909,2025-01-11 11:24 AM
4,Metro,Nationaltheatret,2446,2025-01-21 01:54 PM
14,Bus,Grünerløkka,6779,2025-01-25 02:30 PM
8,Tram,Tøyen,10450,2025-01-12 09:38 PM
3,Metro,Jernbanetorget,5502,2025-01-29 09:40 PM
6,Bus,Helsfyr,11236,2025-01-12 09:40 AM
8,Tram,Stortinget,3843,2025-01-03 08:50 PM
1,Tram,Tøyen,12748,2025-01-09 02:29 PM
4,Metro,Nationaltheatret,5948,2025-01-21 04:23 PM
20,Train,Sandvika,976,2025-01-15 04:32 PM
15,Metro,Nationaltheatret,8075,2025-01-24 11:35 AM
15,Tram,Stortinget,12192,2025-01-20 04:24 PM
19,Train,Skøyen,8254,2025-01-14 05:01 PM
15,Metro,Nationaltheatret,8059,2025-01-09 08:14 AM
8,Metro,Nationaltheatret,9823,2025-01-11 02:53 PM
5,Train,Oslo S,5094,2025-01-23 05:21 PM
20,Train,Skøyen,13423,2025-01-06 09:14 PM
12,Metro,Storo,11399,2025-01-09 03:17 PM
8,Bus,Sinsen,10730,2025-01-02 04:50 PM
15,Bus,Grorud,12394,2025-01-26 10:45 PM
13,Train,Lillestrøm,7393,2025-01-06 11:17 AM
16,Bus,Helsfyr,8263,2025-01-08 11:30 AM
2,Train,Lillestrøm,12211,2025-01-23 02:15 PM
2,Tram,Tøyen,3858,2025-01-12 01:43 PM
16,Train,Sandvika,11311,2025-01-20 10:55 PM
10,Train,Sandvika,2797,2025-01-26 10:37 AM
2,Tram,Røa,2930,2025-01-17 03:03 PM
10,Tram,Tøyen,8785,2025-01-17 04:24 PM
5,Bus,Grorud,7189,2025-01-07 03:49 PM
12,Train,Lillestrøm,7687,2025-01-17 02:53 PM
18,Bus,Grünerløkka,4694,2025-01-19 07:25 PM
8,Bus,Grorud,2105,2025-01-20 08:25 PM
9,Metro,Jernbanetorget,5660,2025-01-21 03:57 PM
1,Metro,Storo,12106,2025-01-14 07:18 AM
1,Bus,Helsfyr,6321,2025-01-13 09:52 PM
12,Metro,Nationaltheatret,5880,2025-01-08 12:32 PM
1,Bus,Grünerløkka,6763,2025-01-02 10:14 AM
17,Metro,Jernbanetorget,7718,2025-01-12 04:06 PM
2,Metro,Nationaltheatret,14783,2025-01-28 07:59 PM
5,Tram,Røa,3548,2025-01-22 09:25 PM
19,Tram,Stortinget,1678,2025-01-07 12:28 PM
4,Bus,Bislett,6081,2025-01-13 12:09 PM
20,Train,Sandvika,5845,2025-01-30 10:54 PM
19,Bus,Grorud,3839,2025-01-15 04:01 PM
8,Train,Oslo S,7171,2025-01-31 11:44 AM
7,Bus,Sinsen,8466,2025-01-08 07:49 AM
1,Train,Sandvika,8358,2025-01-25 03:23 PM
11,Metro,Furuset,673,2025-01-15 11:30 AM
5,Train,Skøyen,4866,2025-01-22 11:59 AM
2,Train,Lillestrøm,1231,2025-01-16 11:48 AM
15,Train,Oslo S,8806,2025-01-30 09:24 PM
6,Metro,Storo,5261,2025-01-02 09:49 AM
8,Tram,Stortinget,10030,2025-01-13 08:55 PM
19,Metro,Jernbanetorget,5729,2025-01-04 07:42 PM
4,Metro,Furuset,7457,2025-01-06 08:46 PM
14,Tram,Stortinget,589,2025-01-11 07:27 PM
14,Metro,Nationaltheatret,9192,2025-01-17 07:14 PM
13,Train,Lillestrøm,4803,2025-01-05 09:42 PM
9,Bus,Bislett,11052,2025-01-09 10:37 PM
11,Bus,Grorud,7233,2025-01-30 01:35 PM
8,Bus,Bislett,10702,2025-01-25 05:58 PM
14,Train,Lillestrøm,3428,2025-01-13 04:26 PM
4,Train,Oslo S,9870,2025-01-10 02:14 PM
16,Metro,Nationaltheatret,12572,2025-01-30 11:40 AM
10,Bus,Grünerløkka,9087,2025-01-29 07:56 PM
3,Metro,Jernbanetorget,9505,2025-01-04 05:11 PM
4,Bus,Grorud,9306,2025-01-13 06:47 PM
17,Train,Skøyen,7937,2025-01-26 06:53 AM
10,Bus,Sinsen,9831,2025-01-17 05:37 PM
18,Bus,Lambertseter,11265,2025-01-16 03:02 PM
11,Train,Sandvika,7256,2025-01-09 07:49 PM
18,Bus,Helsfyr,12558,2025-01-17 03:03 PM
20,Bus,Sinsen,12223,2025-01-18 12:11 PM
15,Metro,Storo,1903,2025-01-13 10:01 AM
16,Bus,Helsfyr,10072,2025-01-09 09:06 PM
13,Metro,Storo,6854,2025-01-17 05:32 PM
12,Bus,Bislett,8994,2025-01-11 12:27 PM
5,Train,Lillestrøm,13682,2025-01-27 04:11 PM
12,Bus,Grorud,554,2025-01-26 08:46 AM
18,Metro,Jernbanetorget,8144,2025-01-29 08:39 PM
13,Train,Lillestrøm,7383,2025-01-27 07:01 AM
10,Train,Lillestrøm,2102,2025-01-11 09:48 PM
7,Tram,Majorstuen,10061,2025-01-10 01:30 PM
4,Train,Oslo S,12311,2025-01-08 09:33 AM
20,Bus,Lambertseter,8111,2025-01-21 01:01 PM
19,Tram,Majorstuen,5284,2025-01-12 09:29 AM
20,Bus,Lambertseter,5032,2025-01-24 05:06 PM
11,Metro,Nationaltheatret,14842,2025-01-26 06:31 AM
14,Bus,Grünerløkka,14566,2025-01-16 08:33 PM
7,Bus,Grorud,14693,2025-01-17 09:44 PM
17,Metro,Storo,1848,2025-01-07 01:18 PM
1,Train,Skøyen,8517,2025-01-30 09:06 PM
7,Train,Sandvika,1862,2025-01-21 05:15 PM
15,Metro,Storo,4281,2025-01-10 12:24 PM
11,Tram,Majorstuen,4474,2025-01-14 11:10 AM
6,Train,Sandvika,4391,2025-01-02 08:04 AM
2,Tram,Ullevål Stadion,10671,2025-01-23 08:46 AM
13,Metro,Jernbanetorget,6571,2025-01-18 12:17 PM
10,Tram,Ullevål Stadion,10054,2025-01-31 03:02 PM
19,Bus,Bislett,2552,2025-01-23 06:59 AM
19,Train,Sandvika,1586,2025-01-27 05:57 PM
